location,year,hoursPerWorker
Germany,1954,2325.7332
Germany,1955,2300.9822
Germany,1956,2276.4944
Germany,1957,2252.2673
Germany,1958,2228.2981
Germany,1959,2204.584
Germany,1960,2181.1223
Germany,1961,2154.5046
Germany,1962,2117.4016
Germany,1963,2086.9526
Germany,1964,2098.4468
Germany,1965,2084.2305
Germany,1966,2057.9155
Germany,1967,2020.2074
Germany,1968,2007.7052
Germany,1969,1987.9437
Germany,1970,1972.5177
Germany,1971,1940.5565
Germany,1972,1915.4514
Germany,1973,1884.9017
Germany,1974,1851.6299
Germany,1975,1811.9053
Germany,1976,1824.3066
Germany,1977,1806.2542
Germany,1978,1787.1987
Germany,1979,1775.1637
Germany,1980,1756.1083
Germany,1981,1734.0441
Germany,1982,1723.012
Germany,1983,1709.974
Germany,1984,1698.942
Germany,1985,1675.8749
Germany,1986,1656.8195
Germany,1987,1633.7523
Germany,1988,1628.7378
Germany,1989,1605.6707
Germany,1990,1582.6035
Germany,1991,1553.5189
Germany,1992,1564.7155
Germany,1993,1541.5763
Germany,1994,1537.2506
Germany,1995,1527.9783
Germany,1996,1510.4954
Germany,1997,1499.6443
Germany,1998,1493.5819
Germany,1999,1478.722
Germany,2000,1452.0129
Germany,2001,1441.9102
Germany,2002,1430.8605
Germany,2003,1424.7449
Germany,2004,1422.2234
Germany,2005,1411.28
Germany,2006,1424.6752
Germany,2007,1424.3522
Germany,2008,1418.3964
Germany,2009,1372.7135
Germany,2010,1389.8829
Germany,2011,1392.8134
Germany,2012,1375.0267
Germany,2013,1362.6976
Germany,2014,1367.0791
Germany,2015,1368.1069
Germany,2016,1358.5865
Germany,2017,1353.8868
Greece,1951,2312.5513
Greece,1952,2302.988
Greece,1953,2293.4646
Greece,1954,2283.9802
Greece,1955,2274.5352
Greece,1956,2265.1292
Greece,1957,2255.762
Greece,1958,2246.4338
Greece,1959,2237.144
Greece,1960,2227.8926
Greece,1961,2217.9907
Greece,1962,2208.1328
Greece,1963,2198.3188
Greece,1964,2188.5483
Greece,1965,2178.8215
Greece,1966,2169.1377
Greece,1967,2159.4968
Greece,1968,2149.8992
Greece,1969,2140.3438
Greece,1970,2098.6428
Greece,1971,2099.6047
Greece,1972,2101.0935
Greece,1973,2102.5459
Greece,1974,2103.9597
Greece,1975,2105.3333
Greece,1976,2106.6653
Greece,1977,2107.9543
Greece,1978,2109.6099
Greece,1979,2111.0493
Greece,1980,2111.6992
Greece,1981,2111.7839
Greece,1982,2111.3945
Greece,1983,2108.8662
Greece,1984,2108.4956
Greece,1985,2107.4692
Greece,1986,2107.8125
Greece,1987,2110.0713
Greece,1988,2107.2549
Greece,1989,2109.304
Greece,1990,2111.6228
Greece,1991,2112.8909
Greece,1992,2112.8689
Greece,1993,2112.1438
Greece,1994,2110.1987
Greece,1995,2110.7063
Greece,1996,2109.4004
Greece,1997,2107.9448
Greece,1998,2108.4343
Greece,1999,2104.8523
Greece,2000,2107.6384
Greece,2001,2101.1304
Greece,2002,2093.2151
Greece,2003,2091.4788
Greece,2004,2082.5518
Greece,2005,2136.239
Greece,2006,2125.3364
Greece,2007,2110.9885
Greece,2008,2106.26
Greece,2009,2081.2117
Greece,2010,2019.5708
Greece,2011,2037.7003
Greece,2012,2055.374
Greece,2013,2059.22
Greece,2014,2020.8816
Greece,2015,2031.1405
Greece,2016,2030.0905
Greece,2017,2016.8954
Hong Kong,1960,2722.3655
Hong Kong,1961,2702.0603
Hong Kong,1962,2681.9063
Hong Kong,1963,2661.9028
Hong Kong,1964,2642.0486
Hong Kong,1965,2622.3423
Hong Kong,1966,2602.783
Hong Kong,1967,2583.3696
Hong Kong,1968,2564.1011
Hong Kong,1969,2544.9761
Hong Kong,1970,2525.9939
Hong Kong,1971,2527.0503
Hong Kong,1972,2525.5298
Hong Kong,1973,2523.8738
Hong Kong,1974,2522.0754
Hong Kong,1975,2520.2058
Hong Kong,1976,2518.0522
Hong Kong,1977,2508.3438
Hong Kong,1978,2498.8701
Hong Kong,1979,2490.3911
Hong Kong,1980,2479.3877
Hong Kong,1981,2466.1563
Hong Kong,1982,2441.6013
Hong Kong,1983,2410.731
Hong Kong,1984,2381.7666
Hong Kong,1985,2356.0828
Hong Kong,1986,2360.2485
Hong Kong,1987,2324.3062
Hong Kong,1988,2372.4387
Hong Kong,1989,2314.0313
Hong Kong,1990,2278.522
Hong Kong,1991,2309.9045
Hong Kong,1992,2224.1714
Hong Kong,1993,2287.9592
Hong Kong,1994,2291.9285
Hong Kong,1995,2254.8499
Hong Kong,1996,2304.2678
Hong Kong,1997,2257.8132
Hong Kong,1998,2259.1528
Hong Kong,1999,2301.9258
Hong Kong,2000,2330.667
Hong Kong,2001,2326.3577
Hong Kong,2002,2343.4309
Hong Kong,2003,2330.8987
Hong Kong,2004,2354.375
Hong Kong,2005,2346.386
Hong Kong,2006,2315.4949
Hong Kong,2007,2327.78
Hong Kong,2008,2277.0227
Hong Kong,2009,2251.9988
Hong Kong,2010,2302.0801
Hong Kong,2011,2256.7612
Hong Kong,2012,2235.5942
Hong Kong,2013,2225.4138
Hong Kong,2014,2175.2473
Hong Kong,2015,2185.5789
Hong Kong,2016,2185.5789
Hong Kong,2017,2185.5789
Hungary,1980,2193.4773
Hungary,1981,2192.4775
Hungary,1982,2099.4998
Hungary,1983,2079.5046
Hungary,1984,2007.5217
Hungary,1985,1980.5281
Hungary,1986,1971.5303
Hungary,1987,2015.5198
Hungary,1988,2009.5212
Hungary,1989,1984.5272
Hungary,1990,1944.5367
Hungary,1991,1912.5443
Hungary,1992,1869.5546
Hungary,1993,1869.5546
Hungary,1994,2000.5233
Hungary,1995,2005.5222
Hungary,1996,1999.5793
Hungary,1997,2023.4016
Hungary,1998,2022.8932
Hungary,1999,2040.071
Hungary,2000,2032.8467
Hungary,2001,1993.3213
Hungary,2002,2005.2568
Hungary,2003,1978.1667
Hungary,2004,1986.1238
Hungary,2005,1986.9038
Hungary,2006,1983.4768
Hungary,2007,1978.6354
Hungary,2008,1981.7538
Hungary,2009,1963.0601
Hungary,2010,1956.1836
Hungary,2011,1948.6782
Hungary,2012,1926.5392
Hungary,2013,1920.5334
Hungary,2014,1928.3038
Hungary,2015,1923.7209
Hungary,2016,1937.3325
Hungary,2017,1937.3325
Iceland,1964,2144.7549
Iceland,1965,2121.4031
Iceland,1966,2109.0615
Iceland,1967,2073.1609
Iceland,1968,2025.9136
Iceland,1969,1997.3276
Iceland,1970,1979.8445
Iceland,1971,1941.3549
Iceland,1972,1908.254
Iceland,1973,1890.8378
Iceland,1974,1866.0885
Iceland,1975,1841.3087
Iceland,1976,1813.778
Iceland,1977,1771.6417
Iceland,1978,1733.0608
Iceland,1979,1720.1718
Iceland,1980,1710.0775
Iceland,1981,1703.6434
Iceland,1982,1706.3849
Iceland,1983,1706.3986
Iceland,1984,1704.5583
Iceland,1985,1703.6495
Iceland,1986,1696.3209
Iceland,1987,1694.4543
Iceland,1988,1701.8008
Iceland,1989,1697.2434
Iceland,1990,1687.1472
Iceland,1991,1690.7538
Iceland,1992,1690.7538
Iceland,1993,1705.9176
Iceland,1994,1677.275
Iceland,1995,1663.7961
Iceland,1996,1681.4872
Iceland,1997,1706.76
Iceland,1998,1687.3842
Iceland,1999,1667.1659
Iceland,2000,1718.554
Iceland,2001,1729.5055
Iceland,2002,1694.9659
Iceland,2003,1661.2688
Iceland,2004,1668.0083
Iceland,2005,1659.584
Iceland,2006,1649.4749
Iceland,2007,1627.5717
Iceland,2008,1629.2566
Iceland,2009,1549.0085
Iceland,2010,1542.5016
Iceland,2011,1548.2521
Iceland,2012,1523.7321
Iceland,2013,1521.8097
Iceland,2014,1509.6294
Iceland,2015,1509.1685
Iceland,2016,1493.3651
Iceland,2017,1493.3651
India,1970,2077.3308
India,1971,2077.0852
India,1972,2076.5603
India,1973,2074.8291
India,1974,2072.3657
India,1975,2069.9565
India,1976,2067.1599
India,1977,2065.3796
India,1978,2064.4177
India,1979,2064.2246
India,1980,2064.0278
India,1981,2063.623
India,1982,2064.1531
India,1983,2065.1204
India,1984,2066.7083
India,1985,2068.6077
India,1986,2070.5779
India,1987,2072.2705
India,1988,2075.0774
India,1989,2078.1321
India,1990,2078.4795
India,1991,2079.3042
India,1992,2076.9104
India,1993,2075.8694
India,1994,2075.6873
India,1995,2077.0972
India,1996,2079.8303
India,1997,2079.3826
India,1998,2080.7412
India,1999,2082.6938
India,2000,2086.6284
India,2001,2086.7727
India,2002,2088.8936
India,2003,2091.9958
India,2004,2095.7783
India,2005,2096.916
India,2006,2097.0964
India,2007,2098.1213
India,2008,2099.6331
India,2009,2103.5361
India,2010,2110.3926
India,2011,2113.6245
India,2012,2115.7102
India,2013,2117.103
India,2014,2118.0881
India,2015,2117.0117
India,2016,2117.0117
India,2017,2117.0117
Indonesia,1970,1988.0715
Indonesia,1971,1990.318
Indonesia,1972,2020.97
Indonesia,1973,2032.0226
Indonesia,1974,2029.8593
Indonesia,1975,2011.4331
Indonesia,1976,1972.9434
Indonesia,1977,1990.8206
Indonesia,1978,1975.8154
Indonesia,1979,1988.1433
Indonesia,1980,2003.2617
Indonesia,1981,2034.144
Indonesia,1982,2013.3235
Indonesia,1983,2051.5149
Indonesia,1984,2056.8665
Indonesia,1985,2029.0776
Indonesia,1986,1887.9058
Indonesia,1987,1890.0297
Indonesia,1988,1886.1644
Indonesia,1989,1891.3917
Indonesia,1990,1909.3696
Indonesia,1991,1928.2959
Indonesia,1992,1897.3234
Indonesia,1993,1898.6636
Indonesia,1994,1929.7295
Indonesia,1995,1928.0195
Indonesia,1996,1917.2124
Indonesia,1997,1922.9292
Indonesia,1998,1928.8357
Indonesia,1999,1949.5291
Indonesia,2000,1913.0223
Indonesia,2001,1935.4495
Indonesia,2002,1917.7333
Indonesia,2003,1941.8517
Indonesia,2004,1969.0544
Indonesia,2005,1953.516
Indonesia,2006,1965.111
Indonesia,2007,2042.9899
Indonesia,2008,2044.3296
Indonesia,2009,2063.6802
Indonesia,2010,2054.3242
Indonesia,2011,2023.2792
Indonesia,2012,2026.3513
Indonesia,2013,2024.2395
Indonesia,2014,2008.4623
Indonesia,2015,2024.287
Indonesia,2016,2024.287
Indonesia,2017,2024.287
Ireland,1950,2419.4111
Ireland,1951,2407.575
Ireland,1952,2395.7969
Ireland,1953,2384.0762
Ireland,1954,2372.4131
Ireland,1955,2360.8069
Ireland,1956,2349.2573
Ireland,1957,2337.7644
Ireland,1958,2326.3279
Ireland,1959,2314.947
Ireland,1960,2303.6221
Ireland,1961,2306.6157
Ireland,1962,2309.6133
Ireland,1963,2312.615
Ireland,1964,2315.6204
Ireland,1965,2318.6296
Ireland,1966,2321.6428
Ireland,1967,2324.6602
Ireland,1968,2327.6812
Ireland,1969,2330.7063
Ireland,1970,2333.7351
Ireland,1971,2316.7312
Ireland,1972,2296.5879
Ireland,1973,2284.031
Ireland,1974,2247.6687
Ireland,1975,2237.7278
Ireland,1976,2232.2344
Ireland,1977,2202.6733
Ireland,1978,2183.0535
Ireland,1979,2161.3406
Ireland,1980,2122.1006
Ireland,1981,2090.7085
Ireland,1982,2083.3838
Ireland,1983,2073.1814
Ireland,1984,2055.1309
Ireland,1985,2062.1941
Ireland,1986,2096.7253
Ireland,1987,2076.0591
Ireland,1988,2084.4302
Ireland,1989,2091.7549
Ireland,1990,2080.2446
Ireland,1991,2045.1902
Ireland,1992,1996.7941
Ireland,1993,1970.111
Ireland,1994,1970.3726
Ireland,1995,1962.0013
Ireland,1996,1953.5992
Ireland,1997,1954.1941
Ireland,1998,1953.1941
Ireland,1999,1941.8829
Ireland,2000,1932.7238
Ireland,2001,1923.5294
Ireland,2002,1904.2762
Ireland,2003,1886.7864
Ireland,2004,1875.256
Ireland,2005,1883.1937
Ireland,2006,1878.813
Ireland,2007,1864.9323
Ireland,2008,1843.8962
Ireland,2009,1811.803
Ireland,2010,1801.2773
Ireland,2011,1702.1769
Ireland,2012,1707.4982
Ireland,2013,1719.5591
Ireland,2014,1731.0465
Ireland,2015,1740.5286
Ireland,2016,1738.7294
Ireland,2017,1745.6843
Israel,1981,1966.0331
Israel,1982,1941.761
Israel,1983,1928.6136
Israel,1984,1931.6477
Israel,1985,1931.6477
Israel,1986,1926.5911
Israel,1987,1920.5231
Israel,1988,1878.047
Israel,1989,1909.3983
Israel,1990,1904.3417
Israel,1991,1897.2623
Israel,1992,1950.863
Israel,1993,1952.8857
Israel,1994,1993.339
Israel,1995,2017.6111
Israel,1996,2035.5391
Israel,1997,2040.4977
Israel,1998,2015.4592
Israel,1999,2023.3385
Israel,2000,2034.7421
Israel,2001,1998.0148
Israel,2002,2015.5543
Israel,2003,1996.8781
Israel,2004,1973.2894
Israel,2005,1965.0957
Israel,2006,1951.7192
Israel,2007,1964.7948
Israel,2008,1960.6504
Israel,2009,1962.0277
Israel,2010,1956.2672
Israel,2011,1946.813
Israel,2012,1918.9104
Israel,2013,1908.5657
Israel,2014,1894.0676
Israel,2015,1895.4574
Israel,2016,1920.6106
Israel,2017,1920.6106
Italy,1950,2107.2554
Italy,1951,2113.708
Italy,1952,2120.1804
Italy,1953,2126.6726
Italy,1954,2133.1848
Italy,1955,2139.7168
Italy,1956,2146.2688
Italy,1957,2152.8411
Italy,1958,2159.4331
Italy,1959,2166.0457
Italy,1960,2172.6782
Italy,1961,2155.9355
Italy,1962,2106.6707
Italy,1963,2091.877
Italy,1964,2085.7231
Italy,1965,2027.9208
Italy,1966,2046.6244
Italy,1967,2071.1543
Italy,1968,2064.6907
Italy,1969,2063.5681
Italy,1970,2042.2288
Italy,1971,1989.7507
Italy,1972,1970.8881
Italy,1973,1954.6459
Italy,1974,1924.0708
Italy,1975,1908.549
Italy,1976,1906.4534
Italy,1977,1871.6073
Italy,1978,1861.5642
Italy,1979,1855.0286
Italy,1980,1856.0651
Italy,1981,1862.3245
Italy,1982,1873.733
Italy,1983,1873.0464
Italy,1984,1862.6731
Italy,1985,1859.1587
Italy,1986,1867.5593
Italy,1987,1886.6825
Italy,1988,1890.4023
Italy,1989,1874.5634
Italy,1990,1863.8346
Italy,1991,1856.8695
Italy,1992,1860.0026
Italy,1993,1859.8804
Italy,1994,1853.8326
Italy,1995,1856.0868
Italy,1996,1866.1272
Italy,1997,1860.113
Italy,1998,1873.7856
Italy,1999,1870.3572
Italy,2000,1850.8062
Italy,2001,1837.7606
Italy,2002,1826.5938
Italy,2003,1815.7974
Italy,2004,1815.3416
Italy,2005,1812.0552
Italy,2006,1812.5823
Italy,2007,1818.1526
Italy,2008,1807.0319
Italy,2009,1775.6611
Italy,2010,1777.2737
Italy,2011,1773.2565
Italy,2012,1734.1747
Italy,2013,1719.5074
Italy,2014,1717.1372
Italy,2015,1717.9958
Italy,2016,1724.4153
Italy,2017,1722.6113
Jamaica,1986,1864.8246
Jamaica,1987,1893.6748
Jamaica,1988,1914.9969
Jamaica,1989,1972.9108
Jamaica,1990,1938.2228
Jamaica,1991,1947.975
Jamaica,1992,1963.4525
Jamaica,1993,1951.1327
Jamaica,1994,1958.8782
Jamaica,1995,1948.525
Jamaica,1996,1969.2648
Jamaica,1997,1963.9474
Jamaica,1998,1999.2107
Jamaica,1999,1983.4503
Jamaica,2000,1963.4492
Jamaica,2001,1970.6368
Jamaica,2002,1965.5664
Japan,1950,2030.4137
Japan,1951,2012.9907
Japan,1952,1995.7172
Japan,1953,1978.5918
Japan,1954,2008.9454
Japan,1955,2034.5164
Japan,1956,2084.9668
Japan,1957,2108.0427
Japan,1958,2133.1448
Japan,1959,2156.2446
Japan,1960,2172.8989
Japan,1961,2175.3137
Japan,1962,2152.7
Japan,1963,2146.3276
Japan,1964,2153.5291
Japan,1965,2135.1223
Japan,1966,2142.9473
Japan,1967,2156.571
Japan,1968,2160.3401
Japan,1969,2147.0117
Japan,1970,2137.2173
Japan,1971,2129.2954
Japan,1972,2131.6648
Japan,1973,2117.5442
Japan,1974,2058.7163
Japan,1975,2030.2618
Japan,1976,2057.5
Japan,1977,2064.0063
Japan,1978,2067.9878
Japan,1979,2072.7031
Japan,1980,2073.9438
Japan,1981,2068.8276
Japan,1982,2068.6187
Japan,1983,2074.8601
Japan,1984,2089.2798
Japan,1985,2076.7673
Japan,1986,2078.4951
Japan,1987,2083.9683
Japan,1988,2080.4377
Japan,1989,2061.3616
Japan,1990,2028.4187
Japan,1991,2010.7419
Japan,1992,1962.1306
Japan,1993,1926.7769
Japan,1994,1909.1
Japan,1995,1911.6
Japan,1996,1914.8
Japan,1997,1887.1
Japan,1998,1866.5
Japan,1999,1850.9
Japan,2000,1858.5
Japan,2001,1843.1
Japan,2002,1830.6
Japan,2003,1834.2
Japan,2004,1841.5
Japan,2005,1827.8
Japan,2006,1836
Japan,2007,1826.5
Japan,2008,1807.3
Japan,2009,1757.2
Japan,2010,1777.8
Japan,2011,1772.7
Japan,2012,1782.9
Japan,2013,1761.5
Japan,2014,1756.5
Japan,2015,1750.9
Japan,2016,1742
Japan,2017,1738.3633
Latvia,1995,1975.9082
Latvia,1996,1975.8959
Latvia,1997,1975.9169
Latvia,1998,1975.9045
Latvia,1999,1975.9008
Latvia,2000,1975.7949
Latvia,2001,1987.1439
Latvia,2002,1937.8738
Latvia,2003,1927.734
Latvia,2004,1878.3942
Latvia,2005,1905.5121
Latvia,2006,1906.8286
Latvia,2007,1878.2091
Latvia,2008,2002.2491
Latvia,2009,1952.2241
Latvia,2010,1935.1354
Latvia,2011,1951.8978
Latvia,2012,1934.2838
Latvia,2013,1927.7461
Latvia,2014,1938.4757
Latvia,2015,1901.7413
Latvia,2016,1902.4856
Latvia,2017,1874.5979
Lithuania,1995,1729.3558
Lithuania,1996,1727.0402
Lithuania,1997,1732.694
Lithuania,1998,1779.5939
Lithuania,1999,1726.0139
Lithuania,2000,1846.2274
Lithuania,2001,1831.2194
Lithuania,2002,1802.1711
Lithuania,2003,1785.8864
Lithuania,2004,1878.5562
Lithuania,2005,1878.9719
Lithuania,2006,1874.2102
Lithuania,2007,1903.7567
Lithuania,2008,1933.5715
Lithuania,2009,1862.9437
Lithuania,2010,1884.2866
Lithuania,2011,1858.8728
Lithuania,2012,1857.2939
Lithuania,2013,1841.2473
Lithuania,2014,1833.5299
Lithuania,2015,1859.4974
Lithuania,2016,1885.0089
Lithuania,2017,1844.0171
Luxembourg,1970,1845.8361
Luxembourg,1971,1842.3248
Luxembourg,1972,1821.7426
Luxembourg,1973,1792.4818
Luxembourg,1974,1768.983
Luxembourg,1975,1741.355
Luxembourg,1976,1757.8225
Luxembourg,1977,1732.7194
Luxembourg,1978,1715.1189
Luxembourg,1979,1698.5089
Luxembourg,1980,1682.3013
Luxembourg,1981,1658.0519
Luxembourg,1982,1640.4119
Luxembourg,1983,1634.7815
Luxembourg,1984,1621.1965
Luxembourg,1985,1634.8575
Luxembourg,1986,1626.6595
Luxembourg,1987,1624.8335
Luxembourg,1988,1644.8755
Luxembourg,1989,1633.9436
Luxembourg,1990,1633.9415
Luxembourg,1991,1616.6366
Luxembourg,1992,1595.6875
Luxembourg,1993,1602.0656
Luxembourg,1994,1581.1226
Luxembourg,1995,1592.6145
Luxembourg,1996,1599.5625
Luxembourg,1997,1598.037
Luxembourg,1998,1593.3136
Luxembourg,1999,1591.7571
Luxembourg,2000,1602.2155
Luxembourg,2001,1585.72
Luxembourg,2002,1580.6825
Luxembourg,2003,1578.9333
Luxembourg,2004,1577.8783
Luxembourg,2005,1549.8424
Luxembourg,2006,1552.2755
Luxembourg,2007,1566.2959
Luxembourg,2008,1566.969
Luxembourg,2009,1516.4703
Luxembourg,2010,1516.4979
Luxembourg,2011,1515.0692
Luxembourg,2012,1508.0867
Luxembourg,2013,1502.6809
Luxembourg,2014,1508.2611
Luxembourg,2015,1521.0288
Luxembourg,2016,1519.5106
Luxembourg,2017,1518.8575
Malaysia,1970,2258.9963
Malaysia,1971,2260.5723
Malaysia,1972,2262.1729
Malaysia,1973,2263.8052
Malaysia,1974,2265.4771
Malaysia,1975,2267.1948
Malaysia,1976,2269.095
Malaysia,1977,2270.9912
Malaysia,1978,2272.8708
Malaysia,1979,2274.7268
Malaysia,1980,2276.562
Malaysia,1981,2277.6987
Malaysia,1982,2278.4895
Malaysia,1983,2277.4053
Malaysia,1984,2283.334
Malaysia,1985,2279.4492
Malaysia,1986,2272.2869
Malaysia,1987,2273.1543
Malaysia,1988,2271.488
Malaysia,1989,2279.645
Malaysia,1990,2283.2698
Malaysia,1991,2290.6899
Malaysia,1992,2298.1726
Malaysia,1993,2299.5669
Malaysia,1994,2299.925
Malaysia,1995,2300.3152
Malaysia,1996,2300.7361
Malaysia,1997,2305.6272
Malaysia,1998,2302.7126
Malaysia,1999,2304.0952
Malaysia,2000,2303.3127
Malaysia,2001,2306.7595
Malaysia,2002,2334.0334
Malaysia,2003,2324.4751
Malaysia,2004,2318.8247
Malaysia,2005,2361.2639
Malaysia,2006,2349.0852
Malaysia,2007,2324.4524
Malaysia,2008,2298.3066
Malaysia,2009,2306.564
Malaysia,2010,2290.2117
Malaysia,2011,2285.8323
Malaysia,2012,2268.6323
Malaysia,2013,2240.9502
Malaysia,2014,2249.6169
Malaysia,2015,2238.2729
Malaysia,2016,2238.2729
Malaysia,2017,2238.2729
Malta,1994,2258.4878
Malta,1995,2257.2898
Malta,1996,2250.3857
Malta,1997,2252.865
Malta,1998,2277.3828
Malta,1999,2254.384
Malta,2000,2251.1816
Malta,2001,2159.3369
Malta,2002,2216.6877
Malta,2003,2191.6677
Malta,2004,2091.1963
Malta,2005,2157.9136
Malta,2006,2162.856
Malta,2007,2153.3037
Malta,2008,2162.9739
Malta,2009,2168.4038
Malta,2010,2110.2021
Malta,2011,2052.0757
Malta,2012,2027.42
Malta,2013,2008.3445
Malta,2014,1976.5052
Malta,2015,1964.5587
Malta,2016,2031.9048
Malta,2017,2040.0317
Mexico,1950,2431.7302
Mexico,1951,2431.2783
Mexico,1952,2430.8264
Mexico,1953,2430.3748
Mexico,1954,2429.9231
Mexico,1955,2429.4714
Mexico,1956,2429.0198
Mexico,1957,2428.5684
Mexico,1958,2428.1169
Mexico,1959,2427.6658
Mexico,1960,2427.2146
Mexico,1961,2417.5605
Mexico,1962,2407.9448
Mexico,1963,2398.3674
Mexico,1964,2388.8281
Mexico,1965,2379.3269
Mexico,1966,2369.8633
Mexico,1967,2360.4373
Mexico,1968,2351.0488
Mexico,1969,2341.6978
Mexico,1970,2332.3838
Mexico,1971,2330.5007
Mexico,1972,2328.6191
Mexico,1973,2326.7393
Mexico,1974,2325.123
Mexico,1975,2323.5081
Mexico,1976,2321.894
Mexico,1977,2320.2815
Mexico,1978,2318.6697
Mexico,1979,2317.0593
Mexico,1980,2315.4497
Mexico,1981,2316.4517
Mexico,1982,2317.4539
Mexico,1983,2318.4563
Mexico,1984,2319.4595
Mexico,1985,2320.4629
Mexico,1986,2321.4668
Mexico,1987,2322.4712
Mexico,1988,2323.4761
Mexico,1989,2324.4812
Mexico,1990,2325.6104
Mexico,1991,2319.2534
Mexico,1992,2312.9143
Mexico,1993,2306.5923
Mexico,1994,2294
Mexico,1995,2294
Mexico,1996,2314
Mexico,1997,2322
Mexico,1998,2291
Mexico,1999,2306
Mexico,2000,2311
Mexico,2001,2285
Mexico,2002,2271
Mexico,2003,2277
Mexico,2004,2271
Mexico,2005,2290
Mexico,2006,2278
Mexico,2007,2260
Mexico,2008,2264
Mexico,2009,2255
Mexico,2010,2254
Mexico,2011,2248
Mexico,2012,2239
Mexico,2013,2244
Mexico,2014,2242
Mexico,2015,2248
Mexico,2016,2255
Mexico,2017,2255
Myanmar,1970,2451.2358
Myanmar,1971,2451.0273
Myanmar,1972,2450.8252
Myanmar,1973,2450.6233
Myanmar,1974,2449.9067
Myanmar,1975,2449.1809
Myanmar,1976,2448.3887
Myanmar,1977,2447.6335
Myanmar,1978,2446.9165
Myanmar,1979,2446.2368
Myanmar,1980,2445.5898
Myanmar,1981,2444.5784
Myanmar,1982,2443.6143
Myanmar,1983,2442.689
Myanmar,1984,2443.3994
Myanmar,1985,2444.1794
Myanmar,1986,2445.1855
Myanmar,1987,2446.2239
Myanmar,1988,2447.2898
Myanmar,1989,2448.3792
Myanmar,1990,2449.4873
Myanmar,1991,2449.9634
Myanmar,1992,2449.3638
Myanmar,1993,2448.7241
Myanmar,1994,2448.0374
Myanmar,1995,2447.2981
Myanmar,1996,2446.9963
Myanmar,1997,2446.6213
Myanmar,1998,2446.1975
Myanmar,1999,2445.7458
Myanmar,2000,2445.2773
Myanmar,2001,2444.8813
Myanmar,2002,2444.4875
Myanmar,2003,2444.0911
Myanmar,2004,2443.6851
Myanmar,2005,2443.2632
Myanmar,2006,2442.7166
Myanmar,2007,2442.1189
Myanmar,2008,2441.4534
Myanmar,2009,2440.6943
Myanmar,2010,2439.7983
Myanmar,2011,2439.4463
Myanmar,2012,2439.0742
Myanmar,2013,2438.6584
Myanmar,2014,2438.1577
Myanmar,2015,2437.8633
Myanmar,2016,2437.8633
Myanmar,2017,2437.8633
Netherlands,1950,1993.9949
Netherlands,1951,1979.3413
Netherlands,1952,1964.7954
Netherlands,1953,1950.3564
Netherlands,1954,1936.0237
Netherlands,1955,1921.7961
Netherlands,1956,1907.6732
Netherlands,1957,1893.6541
Netherlands,1958,1879.7379
Netherlands,1959,1865.9241
Netherlands,1960,1852.2117
Netherlands,1961,1850.542
Netherlands,1962,1848.8738
Netherlands,1963,1847.2072
Netherlands,1964,1845.542
Netherlands,1965,1843.8783
Netherlands,1966,1842.2162
Netherlands,1967,1840.5555
Netherlands,1968,1838.8964
Netherlands,1969,1875.0446
Netherlands,1970,1835.5825
Netherlands,1971,1802.0966
Netherlands,1972,1800.3485
Netherlands,1973,1773.9435
Netherlands,1974,1720.4615
Netherlands,1975,1667.3665
Netherlands,1976,1651.4924
Netherlands,1977,1631.2665
Netherlands,1978,1602.7205
Netherlands,1979,1581.2885
Netherlands,1980,1578.3605
Netherlands,1981,1577.8354
Netherlands,1982,1563.3324
Netherlands,1983,1548.4104
Netherlands,1984,1540.2925
Netherlands,1985,1523.8414
Netherlands,1986,1508.9044
Netherlands,1987,1487.6425
Netherlands,1988,1484.4354
Netherlands,1989,1479.6885
Netherlands,1990,1473.8715
Netherlands,1991,1464.7715
Netherlands,1992,1471.1754
Netherlands,1993,1460.8594
Netherlands,1994,1468.4915
Netherlands,1995,1479.2355
Netherlands,1996,1494.4548
Netherlands,1997,1480.0753
Netherlands,1998,1476.3424
Netherlands,1999,1475.2928
Netherlands,2000,1462.0212
Netherlands,2001,1451.8977
Netherlands,2002,1434.8143
Netherlands,2003,1426.554
Netherlands,2004,1447.5278
Netherlands,2005,1433.5756
Netherlands,2006,1430.4602
Netherlands,2007,1429.7458
Netherlands,2008,1430.0443
Netherlands,2009,1421.9767
Netherlands,2010,1421.3412
Netherlands,2011,1422.4435
Netherlands,2012,1413.1395
Netherlands,2013,1417.5695
Netherlands,2014,1428.8756
Netherlands,2015,1423.9202
Netherlands,2016,1436.729
Netherlands,2017,1430.0229
New Zealand,1970,1900.6941
New Zealand,1971,1896.7161
New Zealand,1972,1892.9427
New Zealand,1973,1889.1609
New Zealand,1974,1885.3789
New Zealand,1975,1881.6034
New Zealand,1976,1877.8325
New Zealand,1977,1874.0708
New Zealand,1978,1870.369
New Zealand,1979,1866.3364
New Zealand,1980,1864.4515
New Zealand,1981,1861.2894
New Zealand,1982,1846.8429
New Zealand,1983,1844.5219
New Zealand,1984,1852.9146
New Zealand,1985,1837.2321
New Zealand,1986,1834
New Zealand,1987,1838
New Zealand,1988,1829
New Zealand,1989,1820
New Zealand,1990,1809
New Zealand,1991,1792
New Zealand,1992,1799
New Zealand,1993,1853
New Zealand,1994,1848
New Zealand,1995,1841
New Zealand,1996,1834
New Zealand,1997,1826
